Armscode,Mcode,Description
280243710003,4.06545E+12,FLYER RUNNER V PS COOL - GREY - 2
280243710004,4.06545E+12,FLYER RUNNER V PS COOL - GREY - 2.5
280243710005,4.06545E+12,FLYER RUNNER V PS COOL - GREY - 10.5
280243710006,4.06545E+12,FLYER RUNNER V PS COOL - GREY - 11
280243710007,4.06545E+12,FLYER RUNNER V PS COOL - GREY - 12
280243710008,4.06545E+12,FLYER RUNNER V PS COOL - GREY - 13
280243710009,4.06545E+12,FLYER RUNNER V PS COOL - GREY - 13.5
280028510000,9074711,FLYER RUNNER V PS FUTURE PINK-FROSTY PIN
280028510001,4.09968E+12,FLYER RUNNER V PS FUTURE PINK-FROSTY PIN
280028510002,4.09968E+12,FLYER RUNNER V PS FUTURE PINK-FROSTY PIN
280028510003,4.09968E+12,FLYER RUNNER V PS FUTURE PINK-FROSTY PIN
280028510004,4.09968E+12,FLYER RUNNER V PS FUTURE PINK-FROSTY PIN
280028510005,4.09968E+12,FLYER RUNNER V PS FUTURE PINK-FROSTY PIN
280028510006,4.09968E+12,FLYER RUNNER V PS FUTURE PINK-FROSTY PIN
280028510007,4.09968E+12,FLYER RUNNER V PS FUTURE PINK-FROSTY PIN
280028510008,4.09968E+12,FLYER RUNNER V PS FUTURE PINK-FROSTY PIN
280028510009,4.09968E+12,FLYER RUNNER V PS FUTURE PINK-FROSTY PIN
280028520000,9074712,FLYER RUNNER V PS BLUE HORIZON-FROSTED D
280028520001,4.06798E+12,FLYER RUNNER V PS BLUE HORIZON-FROSTED D
280028520002,4.06798E+12,FLYER RUNNER V PS BLUE HORIZON-FROSTED D
280028520003,4.06798E+12,FLYER RUNNER V PS BLUE HORIZON-FROSTED D
280028520004,4.06798E+12,FLYER RUNNER V PS BLUE HORIZON-FROSTED D
280028520005,4.06798E+12,FLYER RUNNER V PS BLUE HORIZON-FROSTED D
280028520006,4.06798E+12,FLYER RUNNER V PS BLUE HORIZON-FROSTED D
280028520007,4.06798E+12,FLYER RUNNER V PS BLUE HORIZON-FROSTED D
280028520008,4.06798E+12,FLYER RUNNER V PS BLUE HORIZON-FROSTED D
280028520009,4.06798E+12,FLYER RUNNER V PS BLUE HORIZON-FROSTED D
280029530000,9075468,PUMA FLYER RUNNER V PS CLUB
280029530001,4.06798E+12,PUMA FLYER RUNNER V PS CLUB - NAVY - 10.
280029530002,4.06798E+12,PUMA FLYER RUNNER V PS CLUB - NAVY - 11
280029530003,4.06798E+12,PUMA FLYER RUNNER V PS CLUB - NAVY - 12
280029530004,4.06798E+12,PUMA FLYER RUNNER V PS CLUB - NAVY - 13
280029530005,4.06798E+12,PUMA FLYER RUNNER V PS CLUB - NAVY - 13.
280029530006,4.06798E+12,PUMA FLYER RUNNER V PS CLUB - NAVY - 1
280029530007,4.06798E+12,PUMA FLYER RUNNER V PS CLUB - NAVY - 1.5
280029530008,4.06798E+12,PUMA FLYER RUNNER V PS CLUB - NAVY - 2
280029530009,4.06798E+12,PUMA FLYER RUNNER V PS CLUB - NAVY - 2.5
280002440000,9062133,FLYER RUNNER V INF PUMA BLACK-PUMA WHITE
280002440001,4.01527E+12,FLYER RUNNER V INF PUMA BLACK-PUMA WHITE
280002440002,4.01527E+12,FLYER RUNNER V INF PUMA BLACK-PUMA WHITE
280002440003,4.01527E+12,FLYER RUNNER V INF PUMA BLACK-PUMA WHITE
280248210000,9076315,FLYER RUNNER V INF PUMA
280248210001,4.01527E+12,FLYER RUNNER V INF PUMA - BLKWH - 5
280248210002,4.01527E+12,FLYER RUNNER V INF PUMA - BLKWH - 9
280248210003,4.01527E+12,FLYER RUNNER V INF PUMA - BLKWH - 8.5
280248210004,4.01527E+12,FLYER RUNNER V INF PUMA - BLKWH - 8
280248210005,4.01527E+12,FLYER RUNNER V INF PUMA - BLKWH - 7
280248210006,4.01527E+12,FLYER RUNNER V INF PUMA - BLKWH - 6
280002450000,9054013,FLYER RUNNER V INF
280002450001,4.06245E+12,FLYER RUNNER V INF - WHITE - 4
280002450002,4.06245E+12,FLYER RUNNER V INF - WHITE - 5
280002450003,4.06245E+12,FLYER RUNNER V INF - WHITE - 6
280002450004,4.06245E+12,FLYER RUNNER V INF - WHITE - 7
280002450005,4.06245E+12,FLYER RUNNER V INF - WHITE - 8
280002450006,4.06245E+12,FLYER RUNNER V INF - WHITE - 9
280002460000,9056095,FLYER RUNNER V INF
280002460001,4.06245E+12,FLYER RUNNER V INF - BLUE - 6
280002460002,4.06245E+12,FLYER RUNNER V INF - BLUE - 7
280002460003,4.06245E+12,FLYER RUNNER V INF - BLUE - 8
280002460004,4.06245E+12,FLYER RUNNER V INF - BLUE - 9
280028530000,9074713,FLYER RUNNER V INF DUSTY AQUA-LIGHT AQUA
280028530001,4.06545E+12,FLYER RUNNER V INF DUSTY AQUA-LIGHT AQUA
280028530002,4.06545E+12,FLYER RUNNER V INF DUSTY AQUA-LIGHT AQUA
280028530003,4.06545E+12,FLYER RUNNER V INF DUSTY AQUA-LIGHT AQUA
280028530004,4.06545E+12,FLYER RUNNER V INF DUSTY AQUA-LIGHT AQUA
280028530005,4.06545E+12,FLYER RUNNER V INF DUSTY AQUA-LIGHT AQUA
280028530006,4.06545E+12,FLYER RUNNER V INF DUSTY AQUA-LIGHT AQUA
280028540000,9074714,FLYER RUNNER V INF COOL MID GRAY-PUMA WH
280028540001,4.06545E+12,FLYER RUNNER V INF COOL MID GRAY-PUMA WH
280028540002,4.06545E+12,FLYER RUNNER V INF COOL MID GRAY-PUMA WH
280028540003,4.06545E+12,FLYER RUNNER V INF COOL MID GRAY-PUMA WH
280028540004,4.06545E+12,FLYER RUNNER V INF COOL MID GRAY-PUMA WH
280028540005,4.06545E+12,FLYER RUNNER V INF COOL MID GRAY-PUMA WH
280028540006,4.06545E+12,FLYER RUNNER V INF COOL MID GRAY-PUMA WH
280028550000,9074715,FLYER RUNNER V INF FUTURE PINK-FROSTY PI
280028550001,4.06545E+12,FLYER RUNNER V INF FUTURE PINK-FROSTY PI
280028550002,4.06545E+12,FLYER RUNNER V INF FUTURE PINK-FROSTY PI
280028550003,4.06545E+12,FLYER RUNNER V INF FUTURE PINK-FROSTY PI
280028550004,4.06545E+12,FLYER RUNNER V INF FUTURE PINK-FROSTY PI
280028550005,4.06545E+12,FLYER RUNNER V INF FUTURE PINK-FROSTY PI
280028550006,4.06545E+12,FLYER RUNNER V INF FUTURE PINK-FROSTY PI
280029540000,9074909,PUMA FLYER RUNNER V INF
280029540001,4.06798E+12,PUMA FLYER RUNNER V INF - BLUWH - 5
280029540002,4.06798E+12,PUMA FLYER RUNNER V INF - BLUWH - 6
280029540003,4.06798E+12,PUMA FLYER RUNNER V INF - BLUWH - 7
280029540004,4.06798E+12,PUMA FLYER RUNNER V INF - BLUWH - 8
280029540005,4.06798E+12,PUMA FLYER RUNNER V INF - BLUWH - 8.5
280029540006,4.06798E+12,PUMA FLYER RUNNER V INF - BLUWH - 9
280028560000,9074716,FLYER RUNNER V INF CLUB NAVY-GRAY SKIES-
280028560001,4.06798E+12,FLYER RUNNER V INF CLUB NAVY-GRAY SKIES-
280028560002,4.06798E+12,FLYER RUNNER V INF CLUB NAVY-GRAY SKIES-
280028560003,4.06798E+12,FLYER RUNNER V INF CLUB NAVY-GRAY SKIES-
280028560004,4.06798E+12,FLYER RUNNER V INF CLUB NAVY-GRAY SKIES-
280028560005,4.06798E+12,FLYER RUNNER V INF CLUB NAVY-GRAY SKIES-
280028560006,4.06798E+12,FLYER RUNNER V INF CLUB NAVY-GRAY SKIES-
280002540000,9057111,FLYER RUNNER COLOR TWIST JR
280002540001,4.06245E+12,FLYER RUNNER COLOR TWIST JR - WHITE - 4
280002540002,4.06245E+12,FLYER RUNNER COLOR TWIST JR - WHITE - 4.
280002540003,4.06245E+12,FLYER RUNNER COLOR TWIST JR - WHITE - 5
280002540004,4.06245E+12,FLYER RUNNER COLOR TWIST JR - WHITE - 5.
280002540005,4.06245E+12,FLYER RUNNER COLOR TWIST JR - WHITE - 6
280035380000,9055335,FLYER RUNNER SPORT CASTLEROCK
280035380001,4.06245E+12,FLYER RUNNER SPORT CASTLEROCK - BLKWH -
280035380002,4.06245E+12,FLYER RUNNER SPORT CASTLEROCK - BLKWH -
280035380003,4.06245E+12,FLYER RUNNER SPORT CASTLEROCK - BLKWH -
280035380004,4.06245E+12,FLYER RUNNER SPORT CASTLEROCK - BLKWH -
280035380005,4.06245E+12,FLYER RUNNER SPORT CASTLEROCK - BLKWH -
280035380006,4.06245E+12,FLYER RUNNER SPORT CASTLEROCK - BLKWH -
280035380007,4.06245E+12,FLYER RUNNER SPORT CASTLEROCK - BLKWH -
280035380008,4.06245E+12,FLYER RUNNER SPORT CASTLEROCK - BLKWH -
280002700000,9061321,FLYER FLEX PUMA
280002700001,4.0637E+12,FLYER FLEX PUMA - BLKWH - 8
280002700002,4.0637E+12,FLYER FLEX PUMA - BLKWH - 8.5
280002700003,4.0637E+12,FLYER FLEX PUMA - BLKWH - 9.5
280002700004,4.0637E+12,FLYER FLEX PUMA - BLKWH - 7
280002700005,4.0637E+12,FLYER FLEX PUMA - BLKWH - 9
280002700006,4.0637E+12,FLYER FLEX PUMA - BLKWH - 10
280002700007,4.0637E+12,FLYER FLEX PUMA - BLKWH - 11
280002710000,9061326,FLYER FLEX
280002710001,9.06133E+11,FLYER FLEX - BLACK - 10
280002710002,9.06133E+11,FLYER FLEX - BLACK - 7
280002710003,9.06133E+11,FLYER FLEX - BLACK - 8
280002710004,9.06133E+11,FLYER FLEX - BLACK - 9
280002710005,9.06133E+11,FLYER FLEX - BLACK - 9.5
280002710006,4.06454E+12,FLYER FLEX - BLKGR - 8
280002710007,4.06454E+12,FLYER FLEX - BLKGR - 9
280002710008,9.06133E+11,FLYER FLEX - BLKGR - 10
280002710009,9.06133E+11,FLYER FLEX - BLKGR - 8
280002710010,9.06133E+11,FLYER FLEX - BLKGR - 9
280002710011,4.06454E+12,FLYER FLEX - BLKGR - 10
280002710012,4.06454E+12,FLYER FLEX - BLKGR - 7
280002710013,4.06454E+12,FLYER FLEX - BLKGR - 9.5
280002710014,4.06454E+12,FLYER FLEX - BLKGR - 11
280035470000,9061380,PUMA FLYER RUNNER MESH
280035470001,4.0637E+12,FLYER RUNNER MESH - BLKWH - 7
280035470002,4.0637E+12,FLYER RUNNER MESH - BLKWH - 8
280035470003,4.0637E+12,FLYER RUNNER MESH - BLKWH - 9
280035470004,4.0637E+12,FLYER RUNNER MESH - BLKWH - 10
280035470005,4.0637E+12,FLYER RUNNER MESH - BLKWH - 11
280035470006,4.0637E+12,FLYER RUNNER MESH - BLKWH - 12
280035470007,4.0637E+12,FLYER RUNNER MESH - BLKWH - 6.5
280035470008,4.0637E+12,FLYER RUNNER MESH - BLKWH - 7.5
280035470009,4.0637E+12,FLYER RUNNER MESH - BLKWH - 8.5
280035470010,4.0637E+12,FLYER RUNNER MESH - BLKWH - 9.5
280035470011,4.06454E+12,FLYER RUNNER MESH - BLKWH - 13
280035480000,9060990,PUMA FLYER RUNNER MESH
280035480001,4.0637E+12,FLYER RUNNER MESH - BLACK - 8
280035480002,4.0637E+12,FLYER RUNNER MESH - BLACK - 7.5
280035480003,4.0637E+12,FLYER RUNNER MESH - BLACK - 8.5
280035480004,4.0637E+12,FLYER RUNNER MESH - BLACK - 9
280035480005,4.0637E+12,FLYER RUNNER MESH - BLACK - 9.5
280035480006,4.0637E+12,FLYER RUNNER MESH - BLACK - 10
280035480007,4.0637E+12,FLYER RUNNER MESH - BLACK - 11
280035480008,4.0637E+12,FLYER RUNNER MESH - BLACK - 7
280035480009,4.0637E+12,FLYER RUNNER MESH - BLACK - 12
280035480010,4.06454E+12,FLYER RUNNER MESH - BLACK - 13
280035490000,9063180,PUMA FLYER RUNNER MESH
280035490001,4.0637E+12,FLYER RUNNER MESH - BLKRD - 6
280035490002,4.0637E+12,FLYER RUNNER MESH - BLKRD - 7
280035490003,4.0637E+12,FLYER RUNNER MESH - BLKRD - 8
280035490004,4.0637E+12,FLYER RUNNER MESH - BLKRD - 9
280035490005,4.0637E+12,FLYER RUNNER MESH - BLKRD - 6.5
280035490006,4.0637E+12,FLYER RUNNER MESH - BLKRD - 7.5
280035490007,4.0637E+12,FLYER RUNNER MESH - BLKRD - 8.5
280035490008,4.0637E+12,FLYER RUNNER MESH - BLKRD - 9.5
280035490009,4.0637E+12,FLYER RUNNER MESH - BLKRD - 10
280035490010,4.0637E+12,FLYER RUNNER MESH - BLKRD - 11
280035490011,4.0637E+12,FLYER RUNNER MESH - BLKRD - 12
280035500000,9059161,FLYER RUNNER MESH
280035500001,4.0637E+12,FLYER RUNNER MESH - REDWH - 7.5
280035500002,4.0637E+12,FLYER RUNNER MESH - REDWH - 8
280035500003,4.0637E+12,FLYER RUNNER MESH - REDWH - 8.5
280035500004,4.0637E+12,FLYER RUNNER MESH - REDWH - 9
280035500005,4.0637E+12,FLYER RUNNER MESH - REDWH - 9.5
280035510000,9059943,PUMA FLYER RUNNER MESH
280035510001,4.06454E+12,FLYER RUNNER MESH - GRYBK - 7.5
280035510002,4.06454E+12,FLYER RUNNER MESH - GRYBK - 8
280035510003,4.06454E+12,FLYER RUNNER MESH - GRYBK - 8.5
280035510004,4.06454E+12,FLYER RUNNER MESH - GRYBK - 9
280035510005,4.06454E+12,FLYER RUNNER MESH - GRYBK - 9.5
280035510006,4.06454E+12,FLYER RUNNER MESH - GRYBK - 10
280035510007,4.06454E+12,FLYER RUNNER MESH - GRYBK - 11
280035510008,4.06454E+12,FLYER RUNNER MESH - GRYBK - 5
280035510009,4.06454E+12,FLYER RUNNER MESH - GRYBK - 6
280035510010,4.06454E+12,FLYER RUNNER MESH - GRYBK - 7
280035520000,9059968,FLYER RUNNER MESH
280035520001,9.05997E+11,FLYER RUNNER MESH - S - 7.5
280035520002,9.05997E+11,FLYER RUNNER MESH - S - 8
280035520003,9.05997E+11,FLYER RUNNER MESH - S - 8.5
280035520004,9.05997E+11,FLYER RUNNER MESH - S - 9
280035520005,9.05997E+11,FLYER RUNNER MESH - S - 9.5
280035520006,9.05997E+11,FLYER RUNNER MESH - REDBK - UNIT
280035520007,4.06454E+12,FLYER RUNNER MESH - REDBK - 3
280035520008,4.06454E+12,FLYER RUNNER MESH - REDBK - 4
280035520009,4.06454E+12,FLYER RUNNER MESH - REDBK - 5
280035520010,9.05997E+11,FLYER RUNNER MESH - S - UNIT
280035520011,4.06454E+12,FLYER RUNNER MESH - REDBK - 7.5
280035520012,4.06454E+12,FLYER RUNNER MESH - REDBK - 8
280035520013,4.06454E+12,FLYER RUNNER MESH - REDBK - 8.5
280035520014,4.06454E+12,FLYER RUNNER MESH - REDBK - 9
280035520015,4.06454E+12,FLYER RUNNER MESH - REDBK - 9.5
280035520016,4.06454E+12,FLYER RUNNER MESH - REDBK - 7
280035520017,4.06454E+12,FLYER RUNNER MESH - REDBK - 10
280035520018,4.06454E+12,FLYER RUNNER MESH - REDBK - 11
280035520019,4.06454E+12,FLYER RUNNER MESH - REDBK - 12
280038090000,9061381,PUMA FLYER RUNNER
280038090001,4.06454E+12,FLYER RUNNER - PEBLK - 3
280038090002,4.06454E+12,FLYER RUNNER - PEBLK - 4
280038090003,4.06454E+12,FLYER RUNNER - PEBLK - 7
280038090004,4.06454E+12,FLYER RUNNER - PEBLK - 8
280038090005,4.06454E+12,FLYER RUNNER - PEBLK - 9
280038090006,4.06454E+12,FLYER RUNNER - PEBLK - 10
280038090007,4.06454E+12,FLYER RUNNER - PEBLK - 11
280038090008,4.06454E+12,FLYER RUNNER - PEBLK - 12
280035530000,9062519,FLYEER RUNNER MESH
280035530001,4.06545E+12,FLYEER RUNNER MESH - PEACO - 7.5
280035530002,4.06545E+12,FLYEER RUNNER MESH - PEACO - 8
280035530003,4.06545E+12,FLYEER RUNNER MESH - PEACO - 8.5
280035530004,4.06545E+12,FLYEER RUNNER MESH - PEACO - 9
280035530005,4.06545E+12,FLYEER RUNNER MESH - PEACO - 9.5
280035530006,4.06545E+12,FLYEER RUNNER MESH - PEACO - 10
280035530007,4.06545E+12,FLYEER RUNNER MESH - PEACO - 11
280035530008,4.06545E+12,FLYEER RUNNER MESH - PEACO - 12
280035530009,4.06545E+12,FLYEER RUNNER MESH - PEACO - 13
280035540000,9071175,PUMA FLYER RUNNER
280035540001,4.06545E+12,FLYER RUNNER - BLKLM - 7.5
280035540002,4.06545E+12,FLYER RUNNER - BLKLM - 8
280035540003,4.06545E+12,FLYER RUNNER - BLKLM - 8.5
280035540004,4.06545E+12,FLYER RUNNER - BLKLM - 9
280035540005,4.06545E+12,FLYER RUNNER - BLKLM - 9.5
280035540006,4.06545E+12,FLYER RUNNER - BLKLM - 10
280035540007,4.06545E+12,FLYER RUNNER - BLKLM - 11
280035540008,4.06545E+12,FLYER RUNNER - BLKLM - 12
280035540009,4.06545E+12,FLYER RUNNER - BLKLM - 13
280035550000,9072352,PUMA FLYER RUNNER MESH
280035550001,4.06545E+12,FLYER RUNNER MESH - BURBK - 5
280035550002,4.06545E+12,FLYER RUNNER MESH - BURBK - 5.5
280035550003,4.06545E+12,FLYER RUNNER MESH - BURBK - 6
280035550004,4.06545E+12,FLYER RUNNER MESH - BURBK - 6.5
280035550005,4.06545E+12,FLYER RUNNER MESH - BURBK - 7
280035550006,4.06545E+12,FLYER RUNNER MESH - BURBK - 7.5
280035550007,4.06545E+12,FLYER RUNNER MESH - BURBK - 8
280035550008,4.06545E+12,FLYER RUNNER MESH - BURBK - 8.5
280035550009,4.06545E+12,FLYER RUNNER MESH - BURBK - 9
280035550010,4.06545E+12,FLYER RUNNER MESH - BURBK - 9.5
280035550011,4.06545E+12,FLYER RUNNER MESH - BURBK - 10
280035550012,4.06545E+12,FLYER RUNNER MESH - BURBK - 11
280035550013,4.06545E+12,FLYER RUNNER MESH - BURBK - 12
280035550014,4.06545E+12,FLYER RUNNER MESH - BURBK - 13
280035560000,9070023,PUMA FLYER RUNNER MESH
280035560001,4.06545E+12,FLYER RUNNER MESH - BLUBK - 7.5
280035560002,4.06545E+12,FLYER RUNNER MESH - BLUBK - 8
280035560003,4.06545E+12,FLYER RUNNER MESH - BLUBK - 8.5
280035560004,4.06545E+12,FLYER RUNNER MESH - BLUBK - 9
280035560005,4.06545E+12,FLYER RUNNER MESH - BLUBK - 9.5
280035560006,4.06545E+12,FLYER RUNNER MESH - BLUBK - 10
280035560007,4.06545E+12,FLYER RUNNER MESH - BLUBK - 11
280035560008,4.06545E+12,FLYER RUNNER MESH - BLUBK - 12
280035560009,4.06545E+12,FLYER RUNNER MESH - BLUBK - 13
280035570000,9070024,PUMA FLYER RUNNER MESH
280035570001,4.06545E+12,FLYER RUNNER MESH - RYLWH - 7.5
280035570002,4.06545E+12,FLYER RUNNER MESH - RYLWH - 8
280035570003,4.06545E+12,FLYER RUNNER MESH - RYLWH - 8.5
280035570004,4.06545E+12,FLYER RUNNER MESH - RYLWH - 9
280035570005,4.06545E+12,FLYER RUNNER MESH - RYLWH - 9.5
280035570006,4.06545E+12,FLYER RUNNER MESH - RYLWH - 10
280035570007,4.06545E+12,FLYER RUNNER MESH - RYLWH - 11
280035570008,4.06545E+12,FLYER RUNNER MESH - RYLWH - 12
280035570009,4.06545E+12,FLYER RUNNER MESH - RYLWH - 13
280035580000,9070025,PUMA FLYER RUNNER MESH
280035580001,4.06545E+12,FLYER RUNNER MESH - GRYWH - 4.5
280035580002,4.06545E+12,FLYER RUNNER MESH - GRYWH - 5
280035580003,4.06545E+12,FLYER RUNNER MESH - GRYWH - 5.5
280035580004,4.06545E+12,FLYER RUNNER MESH - GRYWH - 6
280035580005,4.06545E+12,FLYER RUNNER MESH - GRYWH - 6.5
280035580006,4.06545E+12,FLYER RUNNER MESH - GRYWH - 7
280035580007,4.06545E+12,FLYER RUNNER MESH - GRYWH - 7.5
280035580008,4.06545E+12,FLYER RUNNER MESH - GRYWH - 8
280035590000,9070026,FLYER RUNNER MESH
280035590001,4.06545E+12,FLYER RUNNER MESH - REDWH - 5
280035590002,4.06545E+12,FLYER RUNNER MESH - REDWH - 5.5
280035590003,4.06545E+12,FLYER RUNNER MESH - REDWH - 6
280035590004,4.06545E+12,FLYER RUNNER MESH - REDWH - 6.5
280035590005,4.06545E+12,FLYER RUNNER MESH - REDWH - 7
280035590006,4.06545E+12,FLYER RUNNER MESH - REDWH - 7.5
280035590007,4.06545E+12,FLYER RUNNER MESH - REDWH - 8
280035600000,9067094,INTERFLEX XT
280035600001,4.06453E+12,INTERFLEX XT - BLKWH - 7
280035600002,4.06453E+12,INTERFLEX XT - BLKWH - 7.5
280035600003,4.06453E+12,INTERFLEX XT - BLKWH - 8
280035600004,4.06453E+12,INTERFLEX XT - BLKWH - 8.5
280035600005,4.06453E+12,INTERFLEX XT - BLKWH - 9
280035600006,4.06453E+12,INTERFLEX XT - BLKWH - 9.5
280035600007,4.06453E+12,INTERFLEX XT - BLKWH - 10
280035600008,4.06453E+12,INTERFLEX XT - BLKWH - 11
280035600009,4.06453E+12,INTERFLEX XT - BLKWH - 12
280035600010,4.06453E+12,INTERFLEX XT - BLKWH - 13
280035610000,9068219,INTERFLEX XT
280035610001,4.06453E+12,INTERFLEX XT - CRMOR - 4.5
280035610002,4.06453E+12,INTERFLEX XT - CRMOR - 5
280035610003,4.06453E+12,INTERFLEX XT - CRMOR - 5.5
280035610004,4.06453E+12,INTERFLEX XT - CRMOR - 6
280035610005,4.06453E+12,INTERFLEX XT - CRMOR - 6.5
280035610006,4.06453E+12,INTERFLEX XT - CRMOR - 7
280035610007,4.06453E+12,INTERFLEX XT - CRMOR - 7.5
280035610008,4.06453E+12,INTERFLEX XT - CRMOR - 8
280035620000,9068220,INTERFLEX XT
280035620001,4.06453E+12,INTERFLEX XT - PURWH - 4.5
280035620002,4.06453E+12,INTERFLEX XT - PURWH - 5
280035620003,4.06453E+12,INTERFLEX XT - PURWH - 5.5
280035620004,4.06453E+12,INTERFLEX XT - PURWH - 6
280035620005,4.06453E+12,INTERFLEX XT - PURWH - 6.5
280035620006,4.06453E+12,INTERFLEX XT - PURWH - 7
280035620007,4.06453E+12,INTERFLEX XT - PURWH - 7.5
280035620008,4.06453E+12,INTERFLEX XT - PURWH - 8
280002760000,9064358,FLYER RUNNER FEMME WN S
280002760001,4.06545E+12,FLYER RUNNER FEMME WN S - WHITE - 5
280002760002,4.06545E+12,FLYER RUNNER FEMME WN S - WHITE - 5.5
280002760003,4.06545E+12,FLYER RUNNER FEMME WN S - WHITE - 6
280002760004,4.06545E+12,FLYER RUNNER FEMME WN S - WHITE - 6.5
280002760005,4.06545E+12,FLYER RUNNER FEMME WN S - WHITE - 7
280002760006,4.06545E+12,FLYER RUNNER FEMME WN S - WHITE - 7.5
280002760007,4.06545E+12,FLYER RUNNER FEMME WN S - WHITE - 8
280002770000,9061329,FLYER FLEX JR
280002770001,4.0637E+12,FLYER FLEX JR - BLKWH - 4
280002770002,4.0637E+12,FLYER FLEX JR - BLKWH - 5
280002770003,4.0637E+12,FLYER FLEX JR - BLKWH - 5.5
280002770004,4.0637E+12,FLYER FLEX JR - BLKWH - 6
280030360000,9073209,FLYER FLEX JR
280030360001,4.09969E+12,FLYER FLEX JR - WHTPK - 4.5
280030360002,4.09969E+12,FLYER FLEX JR - WHTPK - 5
280030360003,4.09969E+12,FLYER FLEX JR - WHTPK - 5.5
280030360004,4.09969E+12,FLYER FLEX JR - WHTPK - 6
280107490000,9060412,UA SURGE 3
280107490001,1.95253E+11,UA SURGE 3 - BLKWH - 7.5
280107490002,1.95253E+11,UA SURGE 3 - BLKWH - 9.5
280107490003,1.95253E+11,UA SURGE 3 - BLKWH - 8.5
280107490004,1.95253E+11,UA SURGE 3 - BLKWH - 15
280107490005,1.95253E+11,UA SURGE 3 - BLKWH - 13
280107490006,1.95253E+11,UA SURGE 3 - BLKWH - 14
280107490007,1.95253E+11,UA SURGE 3 - BLKWH - 12
280107490008,1.95253E+11,UA SURGE 3 - BLKWH - 11
280107490009,1.95253E+11,UA SURGE 3 - BLKWH - 10
280107490010,1.95253E+11,UA SURGE 3 - BLKWH - 9
280107490011,1.95253E+11,UA SURGE 3 - BLKWH - 8
280107500000,9063346,UA SURGE 3
280107500001,1.95252E+11,UA SURGE 3 - BLACK - 9.5
280107500002,1.95252E+11,UA SURGE 3 - BLACK - 8.5
280107500003,1.95252E+11,UA SURGE 3 - BLACK - 15
280107500004,1.95252E+11,UA SURGE 3 - BLACK - 13
280107500005,1.95252E+11,UA SURGE 3 - BLACK - 14
280107500006,1.95252E+11,UA SURGE 3 - BLACK - 12
280107500007,1.95252E+11,UA SURGE 3 - BLACK - 11
280107500008,1.95252E+11,UA SURGE 3 - BLACK - 10
280107500009,1.95252E+11,UA SURGE 3 - BLACK - 9
280107500010,1.95252E+11,UA SURGE 3 - BLACK - 8
280107510000,9069060,UA SURGE 3
280107510001,1.9604E+11,UA SURGE 3 - BLKLM - 15
280107510002,1.9604E+11,UA SURGE 3 - BLKLM - 14
280107510003,1.9604E+11,UA SURGE 3 - BLKLM - 13
280107510004,1.9604E+11,UA SURGE 3 - BLKLM - 12
280107510005,1.9604E+11,UA SURGE 3 - BLKLM - 11
280107510006,1.9604E+11,UA SURGE 3 - BLKLM - 10
280107510007,1.9604E+11,UA SURGE 3 - BLKLM - 9.5
280107510008,1.9604E+11,UA SURGE 3 - BLKLM - 9
280107510009,1.9604E+11,UA SURGE 3 - BLKLM - 8.5
280107510010,1.9604E+11,UA SURGE 3 - BLKLM - 8
280107520000,9064381,UA SURGE 3
280107520001,1.95254E+11,UA SURGE 3 - BLKRD - 13
280107520002,1.95254E+11,UA SURGE 3 - BLKRD - 14
280107520003,1.95254E+11,UA SURGE 3 - BLKRD - 12
280107520004,1.95254E+11,UA SURGE 3 - BLKRD - 11
280107520005,1.95254E+11,UA SURGE 3 - BLKRD - 10
280107520006,1.95254E+11,UA SURGE 3 - BLKRD - 9
280107520007,1.95254E+11,UA SURGE 3 - BLKRD - 8
280107520008,1.95254E+11,UA SURGE 3 - BLKRD - 9.5
280107520009,1.95254E+11,UA SURGE 3 - BLKRD - 8.5
280107520010,1.95254E+11,UA SURGE 3 - BLKRD - 15
280107530000,9065176,UA SURGE 3
280107530001,1.95254E+11,UA SURGE 3 - GRYBL - 9.5
280107530002,1.95254E+11,UA SURGE 3 - GRYBL - 8.5
280107530003,1.95254E+11,UA SURGE 3 - GRYBL - 15
280107530004,1.95254E+11,UA SURGE 3 - GRYBL - 13
280107530005,1.95254E+11,UA SURGE 3 - GRYBL - 14
280107530006,1.95254E+11,UA SURGE 3 - GRYBL - 12
280107530007,1.95254E+11,UA SURGE 3 - GRYBL - 11
280107530008,1.95254E+11,UA SURGE 3 - GRYBL - 10
280107530009,1.95254E+11,UA SURGE 3 - GRYBL - 9
280107540000,9060418,UA SURGE 3
280107540001,1.95253E+11,UA SURGE 3 - BLKOR - 9.5
280107540002,1.95253E+11,UA SURGE 3 - BLKOR - 8.5
280107540003,1.95253E+11,UA SURGE 3 - BLKOR - 15
280107540004,1.95253E+11,UA SURGE 3 - BLKOR - 13
280107540005,1.95253E+11,UA SURGE 3 - BLKOR - 14
280107540006,1.95253E+11,UA SURGE 3 - BLKOR - 12
280107540007,1.95253E+11,UA SURGE 3 - BLKOR - 11
280107540008,1.95253E+11,UA SURGE 3 - BLKOR - 10
280107540009,1.95253E+11,UA SURGE 3 - BLKOR - 9
280107540010,1.95253E+11,UA SURGE 3 - BLKOR - 8
280107550000,9069773,UA SURGE 3
280107550001,1.9604E+11,UA SURGE 3 - DRKGY - 15
280107550002,1.9604E+11,UA SURGE 3 - DRKGY - 14
280107550003,1.9604E+11,UA SURGE 3 - DRKGY - 13
